,Pitcher,Control,Pis,Mus,Covariances
20,"Foltynewicz, Mike",11.204356418610478,[1.],[[0.44537143 2.04662857]],"[[[ 0.37396986 -0.15846475]
  [-0.15846475  0.50307135]]]"
42,"Javier, Cristian",11.213399389441264,[0.24276148 0.75723852],"[[1.24777874 0.94820528]
 [0.58713347 2.4239358 ]]","[[[ 0.23397193 -0.04830519]
  [-0.04830519  0.21471236]]

 [[ 0.41667324 -0.11624098]
  [-0.11624098  0.57117824]]]"
6,"Bender, Anthony",11.273005776160314,[0.46588284 0.53411716],"[[1.1556917  1.58829053]
 [0.44314287 2.61186646]]","[[[ 0.65490624 -0.06476227]
  [-0.06476227  0.16835105]]

 [[ 0.61731281 -0.17178515]
  [-0.17178515  0.26496917]]]"
11,"Buehler, Walker",11.295730594162242,[1.],[[0.73217631 1.98454545]],"[[[ 0.25706321 -0.08291926]
  [-0.08291926  0.44313544]]]"
31,"Cessa, Luis",11.309502031666952,[1.],[[0.464125 1.65675 ]],"[[[ 0.28697648 -0.18771409]
  [-0.18771409  0.67362669]]]"
33,"Littell, Zack",11.32929204523209,[1.],[[0.45391892 1.8431982 ]],"[[[ 0.31758789 -0.14520037]
  [-0.14520037  0.56850924]]]"
18,"Iglesias, Raisel",11.544206960382532,[1.],[[0.79473469 1.9357551 ]],"[[[ 0.43198266 -0.20703011]
  [-0.20703011  0.52104747]]]"
75,"Gilbert, Logan",11.5817677113024,[0.73186189 0.26813811],"[[ 0.68747141  1.23682013]
 [-0.22589648  2.39139885]]","[[[ 0.36177963 -0.09227347]
  [-0.09227347  0.59552462]]

 [[ 0.19075699 -0.02919447]
  [-0.02919447  0.39070487]]]"
98,"Peacock, Matt",11.781187168412771,[0.84738257 0.15261743],"[[ 0.92560992  1.68278767]
 [-0.33406878  2.43802332]]","[[[ 3.55055917e-01 -1.46088148e-01]
  [-1.46088148e-01  5.87825618e-01]]

 [[ 7.97382407e-02 -6.86989718e-04]
  [-6.86989718e-04  6.96604002e-01]]]"
53,"Sims, Lucas",11.914415257021153,[0.11471658 0.88528342],"[[1.93801517 1.55874181]
 [0.52580159 2.08777781]]","[[[ 0.04291038 -0.00961578]
  [-0.00961578  0.20112919]]

 [[ 0.36639363 -0.1702942 ]
  [-0.1702942   0.50725308]]]"
81,"Kinley, Tyler",12.000407109935203,[1.],[[0.35383142 1.95498084]],"[[[ 0.32889053 -0.12721334]
  [-0.12721334  0.58770263]]]"
100,"Bundy, Dylan",12.091862801873749,[1.],[[0.44052632 1.98454887]],"[[[ 0.34212478 -0.26806706]
  [-0.26806706  0.75305587]]]"
67,"Rasmussen, Drew",12.146773077972515,[1.],[[0.56272358 1.47536585]],"[[[ 0.3385387  -0.07096502]
  [-0.07096502  0.56867871]]]"
79,"Weathers, Ryan",12.202626290279635,[1.],[[-0.23637405  1.82114504]],"[[[0.5554203  0.15616379]
  [0.15616379 0.45287297]]]"
23,"Smith, Caleb",12.420611424112973,[0.48977936 0.51022064],"[[-0.16474709  2.28073421]
 [-0.30368225  1.84070635]]","[[[ 0.50433181  0.32332535]
  [ 0.32332535  0.50336922]]

 [[ 0.4501358  -0.02630289]
  [-0.02630289  0.43843532]]]"
21,"Dunning, Dane",12.597646003790258,[1.],[[0.68330961 1.44651246]],"[[[ 0.50695339 -0.21152618]
  [-0.21152618  0.42593403]]]"
63,"Happ, J.A.",12.624995338351649,[0.68962508 0.31037492],"[[ 0.06063461  2.11625527]
 [-0.76062022  1.08146386]]","[[[0.60791314 0.05693612]
  [0.05693612 0.67755941]]

 [[0.42304501 0.15390774]
  [0.15390774 0.33277605]]]"
47,"Holland, Greg",12.75106310873889,[1.],[[0.4377931 1.8202069]],"[[[ 0.38569475 -0.00464023]
  [-0.00464023  0.70281268]]]"
2,"Jackson, Luke",13.042999544899775,[1.],[[-0.0808805   1.79691824]],"[[[ 0.41648953 -0.12883888]
  [-0.12883888  0.7843783 ]]]"
