,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
100,"Senga, Kodai",7.732434778,11.60795392,8.928510665,[0.61865813 0.14283138 0.23851049],"[[-0.56219427 2.52026512],[0.03788964 3.7522741],[0.61767159 2.18540679]]","[[[0.28524674 -0.03601244],[-0.03601244 0.5252911]]:[[0.23446099 0.02808113],[0.02808113 0.10270939]]:[[0.11336626 0.03801421],[0.03801421 0.5091231]]]"
158,"Bautista, Félix",6.990417769,11.13249215,8.976216398,[0.40502656 0.59497344],"[[0.14431756 3.55668067],[-0.01898554 2.31050562]]","[[[0.33842221 -0.14837847],[-0.14837847 0.34455687]]:[[0.37244557 -0.06928315],[-0.06928315 0.38252496]]]"
137,"Irvin, Jake",6.442419792,10.40858253,8.982481237,[0.44054821 0.55945179],"[[0.5688724 3.29433417],[0.63992603 2.39285494]]","[[[0.37586104 -0.08156405],[-0.08156405 0.25591112]]:[[0.36703196 -0.02316611],[-0.02316611 0.30661016]]]"
159,"Ohtani, Shohei",6.851814681,10.90538705,8.991739196,[0.49610193 0.50389807],"[[0.609845 1.93393636],[-0.09011969 2.85092686]]","[[[0.4534249 -0.13231012],[-0.13231012 0.22457435]]:[[0.33815504 -0.0434803],[-0.0434803 0.33167675]]]"
93,"Ragans, Cole",6.402241844,10.78913296,9.003555536,[0.62260091 0.37739909],"[[0.50334138 3.0126633],[-0.58733106 2.82154894]]","[[[0.21398732 0.02620196],[0.02620196 0.43004321]]:[[0.18057698 0.05983665],[0.05983665 0.54914743]]]"
105,"Bieber, Shane",6.607735715,9.0735218,9.054407377,[1.],[[0.44418919 2.50635135]],"[[[0.31777737 -0.14359316],[-0.14359316  0.38248904]]]"
39,"Nardi, Andrew",5.963718857,9.12423389,9.100688512,[1.],[[-0.10241096 3.12947945]],"[[[0.2776045  0.06556231],[0.06556231 0.3847495]]]"
7,"Weathers, Ryan",6.489051019,11.11529915,9.144119203,[0.3118624 0.6881376],"[[0.06173923 1.91938041],[-0.14996172 3.17242264]]","[[[0.35301837 0.05007216],[0.05007216 0.14330023]]:[[0.38263243 0.07912538],[0.07912538 0.38624173]]]"
59,"Minter, A.J.",6.62718395,10.87763867,9.145821959,[0.70463981 0.29536019],"[[-0.1712811 2.8011465],[0.94358766 3.00761264]]","[[[0.3244488 -0.00604532],[-0.00604532 0.51245186]]:[[0.13249387 0.14713039],[0.14713039 0.40482356]]]"
149,"Baker, Bryan",6.617166887,10.96638641,9.221599224,[0.61310008 0.38689992],"[[0.08919176 2.4958388],[0.16403012 3.71099995]]","[[[0.36581862 -0.0062727],[-0.0062727 0.26150086]]:[[0.50111696 0.08897689],[0.08897689 0.24904776]]]"
121,"Anderson, Chase",7.126973059,10.22157138,9.232878176,[0.87918684 0.12081316],"[[0.02999135 2.65894152],[-0.04755922 3.9177506]]","[[[0.44133022 -0.03750575],[-0.03750575 0.25853958]]:[[0.27132327 -0.10542351],[-0.10542351 0.07050552]]]"
30,"Smith, Drew",6.215665367,11.16215725,9.279897837,[0.71466975 0.28533025],"[[0.12345013 2.70420893],[0.10024349 3.911700]]","[[[0.42531241 -0.11544593],[-0.11544593 0.35278026]]:[[0.33115534 -0.14024504],[-0.14024504 0.20870178]]]"
52,"Pallante, Andre",6.789184375,10.11234519,9.298841557,[0.16754758 0.83245242],"[[9.92722835e-01 2.65918726e+00],[2.54665600e-03 2.23345389e+00]]","[[[0.09099803 -0.10525019],[-0.10525019 0.41151326]]:[[0.30919566 -0.11079055],[-0.11079055 0.42830121]]]"
41,"Puk, A.J.",5.988658807,9.416307836,9.386958253,[1.],[[-0.01547904 2.49676647]],"[[[0.38667607 0.13698797],[0.13698797 0.34937797]]]"
111,"Oviedo, Johan",7.229652935,12.29282185,9.387233918,[0.42547026 0.57452974],"[[-0.74764728 3.17228144],[0.23027476 2.16382129]]","[[[0.37687695 0.09313597],[0.09313597 0.37300655]]:[[0.46498659 -0.02343432],[-0.02343432 0.31172089]]]"
55,"Abreu, Bryan",8.299697548,11.07036082,9.404592382,[0.20055967 0.79944033],"[[0.54953396 1.66458346],[0.02997933 2.9194842]]","[[[2.68409982e-01 -3.20979424e-04],[-3.20979424e-04 8.94858476e-02]]:[[3.90836625e-01 -5.42374936e-02],[-5.42374936e-02 4.37569039e-01]]]"
122,"Lugo, Seth",7.426842187,9.573858203,9.502415097,[1.],[[0.25434263 2.75462151]],"[[[0.2732431 -0.07255593],[-0.07255593 0.43963622]]]"
126,"Stanek, Ryne",6.385999232,9.593985275,9.539191617,[1.],[[0.15952 2.73004]],"[[[0.32609277 -0.05431878],[-0.05431878 0.4392014]]]"
45,"Crawford, Kutter",6.355388221,9.63297778,9.600655364,[1.],[[0.034273 2.92281899]],"[[[0.34041242 -0.12003727],[-0.12003727 0.48010492]]]"
21,"Richards, Trevor",6.300012322,9.6728819,9.622369448,[1.],[[0.45856643 2.87160839]],"[[[0.23481818 -0.08240329],[-0.08240329 0.56279841]]]"
42,"Okert, Steven",7.173421189,10.36067241,9.693755497,[0.88068279 0.11931721],"[[-0.21929081 3.08949067],[-1.38905355 2.78785209]]","[[[0.3930236 0.15905592],[0.15905592 0.45883047]]:[[0.04581352 -0.12081182],[-0.12081182 0.38064067]]]"
5,"Harrison, Kyle",6.184842613,9.727987133,9.693987991,[1.],[[0.34532751 2.88353712]],"[[[0.34280668 0.01856849],[0.01856849 0.33940901]]]"
104,"Glasnow, Tyler",5.922071925,9.809891319,9.782629887,[1.],[[0.13485549 2.56049133]],"[[[0.2517069 -0.05786481],[-0.05786481 0.50116521]]]"
160,"Harris, Hogan",6.388070646,9.861270117,9.82462464,[1.],[[-1.26760563e-03 2.73078873e+00]],"[[[0.38162052 0.04745199],[0.04745199 0.40038235]]]"
56,"Neris, Héctor",6.60953478,9.997532145,9.955230391,[1.],[[0.13800781 2.75375]],"[[[0.44171773 -0.16040425],[-0.16040425 0.52655803]]]"
44,"Flaherty, Jack",7.104035084,9.985914034,9.957359965,[1.],[[0.2347541 2.45331967]],"[[[0.4968866 -0.12761845],[-0.12761845 0.37574531]]]"
145,"Shuster, Jared",6.182753611,10.09937317,10.06403354,[1.],[[-0.06003717 2.5604461]],"[[[0.3335642  0.10927808],[0.10927808 0.53669002]]]"
135,"Morton, Charlie",7.903520886,10.35294912,10.33480827,[1.],[[0.32907609 2.5538587]],"[[[0.44795069 -0.10987823],[-0.10987823  0.45117796]]]"
150,"McGough, Scott",6.916844401,10.53571308,10.52265724,[1.],[[0.13790997 2.5240836]],"[[[0.32999309 -0.08437925],[-0.08437925 0.61628239]]]"
89,"Peterson, David",6.26709131,10.61645889,10.57934786,[1.],[[0.14503876 3.36444444]],"[[[0.48818207 0.16544479],[0.16544479 0.49781122]]]"
144,"Gallegos, Giovanny",8.303369519,11.0370607,10.97335227,[1.],[[0.29194915 2.84220339]],"[[[0.37910991 0.05749359],[0.05749359 0.64687072]]]"
