,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
7,"Kikuchi, Yusei",6.954905139,11.72310797,9.045212592,"[0.36480607,0.15106838,0.48412555]","[[-0.04207068,1.85420276],[-0.74719025,3.35604832],[0.50411328,2.80792348]]","[[[0.54153398,-0.03034815],[-0.03034815,0.262596]],[[0.21589572,0.11977476],[0.11977476,0.22904187]],[[0.39002928,0.13313456],[0.13313456,0.3136306]]]"
196,"Skubal, Tarik",6.586394061,10.68198622,9.053645242,"[0.69941716,0.30058284]","[[-0.00483337,2.79798275],[0.23709777,3.86275295]]","[[[0.43831756,-0.07718577],[-0.07718577,0.31657683]],[[0.40470865,-0.03652483],[-0.03652483,0.22329911]]]"
161,"Bautista, Félix",6.549232348,10.89794835,9.063914381,"[0.08824091,0.78824861,0.12351048]","[[0.00881718,1.90287222],[-0.30821648,3.05681214],[0.95910599,2.69837092]]","[[[0.36854292,-0.19005658],[-0.19005658,0.13616435]],[[0.26832959,-0.04065366],[-0.04065366,0.44921252]],[[0.04302877,0.06070935],[0.06070935,0.56536706]]]"
15,"Heasley, Jonathan",6.618044021,11.14544697,9.087776151,"[0.3874164,0.45859557,0.15398803]","[[-0.51436468,2.77943044],[0.36589155,2.45230342],[0.84688912,3.2604782]]","[[[0.14292442,-0.09814539],[-0.09814539,0.66772159]],[[0.13905191,-0.11079442],[-0.11079442,0.58053468]],[[0.03423824,-0.01672863],[-0.01672863,0.35220861]]]"
170,"Banks, Tanner",6.69780305,10.76252083,9.106814757,"[0.61741227,0.38258773]","[[0.60305264,2.89257308],[-0.37782141,2.44751257]]","[[[0.28336247,-0.08400314],[-0.08400314,0.48966655]],[[0.20094923,0.0198444],[0.0198444,0.39941574]]]"
60,"Pallante, Andre",6.852504829,10.89191024,9.160374443,"[0.31403361,0.48222256,0.20374382]","[[-0.06405063,2.56051079],[-0.15121208,2.8250185],[0.68414119,1.65622132]]","[[[0.30972139,0.23666386],[0.23666386,0.54380584]],[[0.33502662,-0.00676674],[-0.00676674,0.39343152]],[[0.14098115,0.09391889],[0.09391889,0.21791172]]]"
171,"Bumgarner, Madison",6.488947647,11.23059843,9.171453163,"[0.57676325,0.42323675]","[[-0.34408062,2.30888776],[0.16007972,3.38958129]]","[[[0.5573556,0.03566105],[0.03566105,0.17671724]],[[0.49175178,0.03249095],[0.03249095,0.20353029]]]"
43,"Poche, Colin",6.124094616,11.1255992,9.182163587,"[0.7167397,0.2832603]","[[-0.12435239,2.44137189],[-0.14537989,3.76243324]]","[[[0.29986346,0.13340285],[0.13340285,0.47100939]],[[0.29154228,0.16456306],[0.16456306,0.3608996]]]"
97,"Sandoval, Patrick",6.629699982,10.70921902,9.229929139,"[0.44955613,0.55044387]","[[0.41393704,2.98439747],[-0.5255282,2.76712448]]","[[[0.25103178,-0.01201512],[-0.01201512,0.43488366]],[[0.25658639,0.01694224],[0.01694224,0.50149105]]]"
79,"Edwards Jr., Carl",6.642228716,10.77631743,9.240351401,"[0.53113207,0.46886793]","[[0.73497893,2.68213112],[-0.17059894,3.1579896]]","[[[0.20495905,-0.02277537],[-0.02277537,0.52608374]],[[0.2035703,-0.05337984],[-0.05337984,0.47824261]]]"
11,"Strickland, Hunter",5.746452049,10.82022223,9.362920792,"[0.40227228,0.59772772]","[[0.45970437,2.66680077],[-0.43469467,2.79219265]]","[[[0.31747583,-0.24639056],[-0.24639056,0.47565294]],[[0.32035788,-0.12881255],[-0.12881255,0.34220166]]]"
3,"Richards, Trevor",5.342432122,9.457132873,9.390515736,[1],"[[0.32151111,2.95164444]]","[[[0.28946627,-0.0679656],[-0.0679656,0.56667607]]]"
46,"Díaz, Alexis",7.33884018,11.39165341,9.475800379,"[0.73907744,0.26092256]","[[-0.17556878,2.96439662],[0.97696615,2.65009822]]","[[[0.32048559,-0.09669754],[-0.09669754,0.46791285]],[[0.18248381,-0.02037996],[-0.02037996,0.43696494]]]"
194,"Knebel, Corey",7.3134301,12.00532972,9.481744007,"[0.68831285,0.31168715]","[[-0.17946043,3.39043929],[0.4079465,1.94855065]]","[[[0.438886,-0.06533095],[-0.06533095,0.49371502]],[[0.32828064,0.01278536],[0.01278536,0.2257108]]]"
190,"Gilbreath, Lucas",6.824521506,11.70959019,9.492273895,"[0.49788562,0.50211438]","[[0.50606742,2.54613744],[-0.66295281,2.9773488]]","[[[0.36383687,0.20462598],[0.20462598,0.47287582]],[[0.31917308,0.12684508],[0.12684508,0.39329282]]]"
140,"Hutchison, Drew",6.514908961,11.43776375,9.582582871,"[0.86772602,0.13227398]","[[0.01705002,2.58492991],[-0.37116211,4.30221402]]","[[[0.20825436,-0.0290962],[-0.0290962,0.63259353]],[[0.17793775,-0.01375354],[-0.01375354,0.11650878]]]"
48,"Plesac, Zach",5.773160211,9.667282303,9.63107069,[1],"[[0.37725131,2.7717801]]","[[[0.29569004,-0.1144582],[-0.1144582,0.53958212]]]"
13,"De Los Santos, Enyel",6.545814929,9.684954831,9.651355249,[1],"[[0.25210356,2.70556634]]","[[[0.48356324,-0.133391],[-0.133391,0.3376095]]]"
131,"Peralta, Freddy",7.419318459,11.60084531,9.652344455,"[0.68765474,0.31234526]","[[0.23208534,2.27781478],[-0.078446,3.39125855]]","[[[0.51276886,-0.00972827],[-0.00972827,0.33321405]],[[0.45002548,0.03722203],[0.03722203,0.26220887]]]"
192,"Jackson, Zach",7.730313777,11.61865214,9.663924104,"[0.53642568,0.46357432]","[[0.18478804,1.92120798],[0.37962168,3.08517104]]","[[[0.42298756,-0.12069527],[-0.12069527,0.31833165]],[[0.55717212,-0.14458798],[-0.14458798,0.33325435]]]"
182,"Archer, Chris",7.089912587,11.97132058,9.689590511,"[0.05256956,0.33458714,0.6128433]","[[0.26543968,1.22751716],[0.79647591,2.56648435],[-0.27200206,3.16535796]]","[[[0.44595667,0.08107236],[0.08107236,0.02152013]],[[0.18572883,-0.04000199],[-0.04000199,0.55229868]],[[0.29533347,-0.0115239],[-0.0115239,0.53493077]]]"
125,"Wacha, Michael",6.800508044,10.89517987,9.7411465,"[0.75156617,0.24843383]","[[1.78955326e-03,2.54965523e+00],[1.10510489e+00,2.84273337e+00]]","[[[0.35935539,-0.0459076],[-0.0459076,0.52777408]],[[0.07382381,0.00215403],[0.00215403,0.46444926]]]"
28,"Ohtani, Shohei",5.958776449,9.77353931,9.741828942,[1],"[[0.09046763,2.4826259]]","[[[0.43858819,-0.11963],[-0.11963,0.45496209]]]"
158,"Helsley, Ryan",6.868752343,11.9648435,9.815993032,"[0.70105485,0.29894515]","[[-0.01264368,2.94638001],[-0.05276976,1.47618669]]","[[[0.39077208,-0.13545689],[-0.13545689,0.59779616]],[[0.39452936,-0.11291912],[-0.11291912,0.1828322]]]"
189,"Smeltzer, Devin",7.257672277,11.5342931,9.871482603,"[0.40399898,0.59600102]","[[0.19385128,2.24716963],[0.2294446,3.26026252]]","[[[0.5721632,-0.08463168],[-0.08463168,0.22535075]],[[0.51375,0.06767035],[0.06767035,0.30843418]]]"
38,"Scott, Tanner",7.277444135,12.04856381,9.940886056,"[0.75280219,0.24719781]","[[-0.13342147,2.86265965],[-1.26006098,1.8585581]]","[[[0.26577953,0.10839944],[0.10839944,0.63464019]],[[0.12675565,-0.05851936],[-0.05851936,0.42104914]]]"
98,"Gallegos, Giovanny",7.457999588,12.0271268,9.963545864,"[0.50230391,0.10439045,0.39330565]","[[0.63459885,3.00258273],[0.68402246,1.7394523],[-0.47414188,2.83413791]]","[[[1.55848668e-01,4.18761499e-02],[4.18761499e-02,7.49479008e-01]],[[2.00197948e-01,-2.74881210e-01],[-2.74881210e-01,4.00506716e-01]],[[1.80534503e-01,-7.25049303e-05],[-7.25049303e-05,7.59437827e-01]]]"
103,"Musgrove, Joe",6.316370901,10.12051428,10.05350396,[1],"[[0.11366795,2.61772201]]","[[[0.40798407,-0.15185574],[-0.15185574,0.43992207]]]"
34,"Otto, Glenn",6.420704917,10.18504171,10.13457384,[1],"[[0.42741228,2.89438596]]","[[[0.39622632,-0.12587111],[-0.12587111,0.51785896]]]"
24,"Harvey, Hunter",6.575347599,10.21298063,10.14298666,[1],"[[0.27536585,2.60410569]]","[[[0.37812099,-0.02142406],[-0.02142406,0.35479105]]]"
143,"Clevinger, Mike",6.540175186,10.22009219,10.1686316,[1],"[[0.06547325,2.58962963]]","[[[0.45911631,-0.05196752],[-0.05196752,0.43880045]]]"
71,"Pagán, Emilio",6.839394314,10.26946444,10.22051036,[1],"[[0.03441379,2.63003448]]","[[[0.49235807,-0.07743808],[-0.07743808,0.47408617]]]"
129,"Bush, Matt",6.918930449,10.43962179,10.37284461,[1],"[[0.1244898,2.39261224]]","[[[0.3953686,-0.02405091],[-0.02405091,0.48947663]]]"
53,"Feltner, Ryan",7.029837094,11.61110826,10.40469978,"[0.39329542,0.60670458]","[[0.88438338,2.77136338],[-0.10540838,2.58316152]]","[[[0.2902362,-0.28886393],[-0.28886393,0.60475855]],[[0.34265073,-0.08209533],[-0.08209533,0.66376291]]]"
172,"Jiménez, Joe",6.217304259,10.46218964,10.41751636,[1],"[[-0.12050909,2.63221818]]","[[[0.47853529,-0.18563014],[-0.18563014,0.4404219]]]"
100,"Keller, Mitch",6.560033142,10.52808366,10.49806055,[1],"[[0.21248408,2.87796178]]","[[[0.41363942,-0.23665162],[-0.23665162,0.65873188]]]"
188,"Crawford, Kutter",6.247306398,10.71816805,10.67128912,[1],"[[-0.04409639,2.80883534]]","[[[0.35621474,-0.09533409],[-0.09533409,0.55645466]]]"
29,"Wilson, Steven",7.717433719,10.88719381,10.83490367,[1],"[[0.3024,2.81792]]","[[[0.40913364,-0.05187301],[-0.05187301,0.51893587]]]"
113,"Davidson, Tucker",7.111683191,10.88027996,10.84148493,[1],"[[0.01619926,2.57490775]]","[[[0.41563711,0.10603304],[0.10603304,0.58810496]]]"
111,"Henry, Tommy",6.693698913,10.88643673,10.85764464,[1],"[[0.0987988,2.7045045]]","[[[0.63769926,0.16334325],[0.16334325,0.40259212]]]"
154,"Keller, Brad",7.194623747,10.9074702,10.85980202,[1],"[[0.42394464,2.52740484]]","[[[0.39072523,-0.15869219],[-0.15869219,0.57740361]]]"
134,"Ragans, Cole",7.712341858,11.47039368,11.41210406,[1],"[[-0.16662551,2.7444856]]","[[[0.52423817,0.10321614],[0.10321614,0.59294425]]]"
66,"Chapman, Aroldis",7.784992689,13.20053218,13.14414315,[1],"[[-0.19526104,2.34084337]]","[[[0.6531938,0.45516267],[0.45516267,1.09361274]]]"
