,Pitcher,NinetyFive,Five,Median Control,Pis,Mus,Covariances
25,"Plesac, Zach",6.401362262,11.41698874,8.399053744,"[0.3760976,0.40124152,0.22266088]","[[0.5210461,2.49878427],[-0.64839288,3.12166476],[-0.28308884,2.08221473]]","[[[0.1277855,0.01607135],[0.01607135,0.52842718]],[[0.21458739,0.02530615],[0.02530615,0.38100853]],[[0.22639989,0.04392367],[0.04392367,0.28486117]]]"
6,"Wick, Rowan",5.94796625,10.35782677,8.420150052,"[0.70915923,0.25160732,0.03923345]","[[0.19445484,2.56861206],[-0.27936683,3.6612401],[-1.01725162,1.58767374]]","[[[0.29497068,-0.09368473],[-0.09368473,0.3460399]],[[0.39232545,0.04054188],[0.04054188,0.12012595]],[[0.01095894,0.01933688],[0.01933688,0.03934417]]]"
1,"Akin, Keegan",5.836549119,10.03548661,8.446384761,"[0.20372576,0.79627424]","[[-0.36221263,1.61718571],[0.14618792,2.95406034]]","[[[0.14868596,0.00948958],[0.00948958,0.09319364]],[[0.30037372,0.04980653],[0.04980653,0.37110876]]]"
104,"Jiménez, Joe",6.024062271,9.898575634,8.471780574,"[0.57503489,0.42496511]","[[-0.07587748,2.20699593],[-0.19833983,3.12929676]]","[[[0.37548056,-0.08988966],[-0.08988966,0.22737611]],[[0.43049885,-0.16421773],[-0.16421773,0.20475615]]]"
107,"Gray, Sonny",6.654903087,9.618151483,8.475711618,"[0.73793205,0.26206795]","[[0.0581125,2.59475931],[0.11842671,3.47911378]]","[[[0.39219518,-0.04859696],[-0.04859696,0.27962672]],[[0.28859531,-0.04089644],[-0.04089644,0.17854369]]]"
20,"Martin, Davis",6.328697319,10.14541946,8.529925599,"[0.38187918,0.61812082]","[[0.15884699,2.14240583],[-0.0800344,3.08753189]]","[[[0.47442439,-0.08574713],[-0.08574713,0.15478689]],[[0.48544974,-0.02280048],[-0.02280048,0.16646479]]]"
82,"Cease, Dylan",6.322570767,11.19244393,8.530709698,"[0.24392138,0.45069968,0.30537894]","[[-0.60601363,3.6061496],[0.48121103,2.55024655],[0.15240753,3.39515834]]","[[[0.11852847,0.10345506],[0.10345506,0.44271891]],[[0.25572836,0.04651905],[0.04651905,0.36906206]],[[0.23930149,0.13333122],[0.13333122,0.38265951]]]"
24,"Thompson, Keegan",6.248915698,10.20446166,8.556819994,"[0.26664615,0.73335385]","[[-0.16122079,3.62243577],[-0.05863601,2.36993381]]","[[[0.41961559,-0.03114332],[-0.03114332,0.11967175]],[[0.33040346,-0.05357127],[-0.05357127,0.27223389]]]"
35,"Vest, Will",6.262966301,9.819925319,8.579057398,"[0.16430276,0.83569724]","[[-0.12393984,1.79450166],[-0.45540119,2.98370275]]","[[[0.3023044,-0.00644654],[-0.00644654,0.03818011]],[[0.36050169,0.02351427],[0.02351427,0.3624171]]]"
11,"Finnegan, Kyle",6.752829922,10.60502536,8.614096214,"[0.66593355,0.33406645]","[[0.06500162,2.57488447],[-0.39751692,3.60448722]]","[[[0.43611184,-0.01889213],[-0.01889213,0.22391505]],[[0.38194497,0.07333236],[0.07333236,0.12958559]]]"
44,"Edwards Jr., Carl",6.075859827,10.48756402,8.661326855,"[0.36173353,0.63826647]","[[0.18037241,2.42261145],[-0.09471155,3.49986437]]","[[[0.44580327,-0.00411965],[-0.00411965,0.16394713]],[[0.43507582,-0.04040385],[-0.04040385,0.25807065]]]"
12,"Harvey, Hunter",6.475490716,10.35413301,8.669102138,"[0.25141955,0.74858045]","[[0.65925713,2.38077984],[-0.17748674,3.11395901]]","[[[0.11396466,0.07794343],[0.07794343,0.17282828]],[[0.35798091,0.07112142],[0.07112142,0.37449076]]]"
16,"Sewald, Paul",5.506374973,8.732226568,8.687258109,[1],"[[-0.40436937,2.95653153]]","[[[0.38436074,-0.14314894],[-0.14314894,0.28255158]]]"
78,"Bubic, Kris",6.273571418,9.968668625,8.69768787,"[0.65111174,0.34888826]","[[-0.2706664,2.34845001],[-0.39201587,3.27063669]]","[[[0.37729974,0.07594193],[0.07594193,0.28171587]],[[0.28868127,-0.07030275],[-0.07030275,0.30270053]]]"
60,"Musgrove, Joe",6.714121845,10.6626594,8.707224017,"[0.17512735,0.65473577,0.17013687]","[[0.4006639,2.05447333],[0.12937587,2.92210763],[-0.97235957,3.20359984]]","[[[0.41249728,0.05451591],[0.05451591,0.08498957]],[[0.35319448,0.04633677],[0.04633677,0.30968434]],[[0.1181962,0.05931426],[0.05931426,0.3582501]]]"
5,"Strickland, Hunter",6.182315821,10.19347308,8.718525455,"[0.4744657,0.5255343]","[[-0.38208886,3.2935328],[-0.28054193,2.36155119]]","[[[0.43250372,-0.08089502],[-0.08089502,0.22749773]],[[0.44444998,-0.01075797],[-0.01075797,0.17816047]]]"
23,"Díaz, Alexis",6.471846264,10.89965813,8.719030704,"[0.51072346,0.48927654]","[[0.25506018,2.65568707],[-0.67700272,3.57703152]]","[[[0.4178309,-0.03047774],[-0.03047774,0.27598109]],[[0.33819395,-0.02017697],[-0.02017697,0.20436979]]]"
39,"Pagán, Emilio",6.487974646,10.27922645,8.757816555,"[0.68464236,0.31535764]","[[0.2705882,2.88356353],[-0.88576701,2.86464228]]","[[[0.23201252,0.01400835],[0.01400835,0.49451147]],[[0.09497076,-0.03126508],[-0.03126508,0.38348423]]]"
0,"White, Mitch",6.341412132,10.48397077,8.77630056,"[0.45515609,0.54484391]","[[0.35591803,2.65740121],[-0.56171847,2.96275645]]","[[[0.23070523,0.07525853],[0.07525853,0.43465262]],[[0.21172183,0.07592854],[0.07592854,0.41353276]]]"
27,"Feltner, Ryan",6.629981444,10.58125656,8.885473495,"[0.36240498,0.63759502]","[[0.05878323,1.96453779],[-0.16030435,3.02064957]]","[[[0.42105877,-0.117509],[-0.117509,0.18436762]],[[0.33256661,-0.12172293],[-0.12172293,0.40674322]]]"
90,"Neris, Héctor",6.553082121,10.45313776,8.905568181,"[0.26902813,0.73097187]","[[-0.3051002,1.96482344],[-0.27011898,3.05330122]]","[[[0.39152724,0.04945361],[0.04945361,0.07650535]],[[0.45070497,-0.05662303],[-0.05662303,0.29701464]]]"
81,"Hutchison, Drew",6.865531404,11.18582557,8.919832209,"[0.50571541,0.12107898,0.37320561]","[[0.05655922,2.3586452],[-0.93348092,3.76902294],[-0.3197284,3.11651491]]","[[[0.24000956,0.01608439],[0.01608439,0.56863505]],[[0.13723898,-0.03677797],[-0.03677797,0.2521761]],[[0.28004003,0.33256667],[0.33256667,0.5847484]]]"
115,"Anderson, Ian",7.104325687,10.9672316,8.927785816,"[0.63604597,0.36395403]","[[0.02500133,2.59509405],[-0.70821157,3.52540769]]","[[[0.42805698,0.05193427],[0.05193427,0.30562898]],[[0.38540498,0.06022243],[0.06022243,0.19704987]]]"
69,"Kaprielian, James",6.837904005,11.29215284,8.931134963,"[0.54730449,0.11067451,0.34202099]","[[-0.55007035,2.58448019],[-0.68652701,3.61240991],[0.45344087,3.13948706]]","[[[0.37429724,-0.04270196],[-0.04270196,0.26951596]],[[0.22506971,-0.10977218],[-0.10977218,0.06913483]],[[0.29478899,-0.10944481],[-0.10944481,0.42669808]]]"
19,"Velasquez, Vince",6.669791504,11.275654,8.950351514,"[0.36469563,0.63530437]","[[0.52668599,1.98153328],[-0.37683184,2.82662729]]","[[[0.1148756,0.08815285],[0.08815285,0.56442475]],[[0.18941732,-0.04673029],[-0.04673029,0.57260019]]]"
89,"Keller, Brad",6.779451609,10.97103847,8.986376613,"[0.59052787,0.40947213]","[[-3.23733812e-03,3.29695810e+00],[1.62595694e-01,2.10175454e+00]]","[[[0.38969917,-0.08658385],[-0.08658385,0.34070907]],[[0.38312065,-0.01766428],[-0.01766428,0.23866502]]]"
76,"Peralta, Freddy",6.485594224,10.54875415,8.996504019,"[0.37625079,0.62374921]","[[0.13255808,2.88402748],[-0.92955949,3.06944986]]","[[[0.16317553,0.0274504],[0.0274504,0.67104339]],[[0.23598532,-0.01694276],[-0.01694276,0.46631066]]]"
8,"Heasley, Jonathan",6.428511475,11.15972531,9.004390022,"[0.67355849,0.32644151]","[[0.20502302,2.38308994],[-0.49024844,3.54819701]]","[[[0.2701293,0.02850953],[0.02850953,0.38356817]],[[0.26803265,0.13935773],[0.13935773,0.37028747]]]"
50,"Coleman, Dylan",7.167863919,12.12309212,9.042552934,"[0.1733991,0.20456118,0.62203973]","[[-1.00795947,2.96452474],[0.40389694,1.89583633],[0.34344317,2.96098599]]","[[[0.1751267,-0.10534488],[-0.10534488,0.34336484]],[[0.58206995,0.00939272],[0.00939272,0.10019916]],[[0.48908614,-0.12334546],[-0.12334546,0.3260123]]]"
110,"Kopech, Michael",6.647373683,11.4439228,9.070938542,"[0.39571618,0.23022233,0.37406149]","[[-0.52130964,2.63819911],[0.43157585,2.67069003],[-0.26911326,3.6739387]]","[[[0.29642283,-0.16501207],[-0.16501207,0.45490045]],[[0.23208407,-0.05188174],[-0.05188174,0.50162412]],[[0.41400059,-0.12614284],[-0.12614284,0.28111377]]]"
32,"Martinez, Nick",6.648438432,10.75469675,9.102645791,"[0.69823485,0.30176515]","[[0.16114223,3.15643059],[-0.67681974,2.17748726]]","[[[0.36653401,-0.10263669],[-0.10263669,0.55527107]],[[0.1089061,-0.02485551],[-0.02485551,0.20771748]]]"
114,"Knebel, Corey",6.650287907,10.4348544,9.137955509,"[0.21889172,0.78110828]","[[-0.08397282,1.89843828],[-0.18136268,3.0583876]]","[[[0.26937531,-0.09861487],[-0.09861487,0.14948941]],[[0.32466981,-0.12882036],[-0.12882036,0.45763086]]]"
70,"Contreras, Roansy",6.589806614,11.02230002,9.204870255,"[0.29538454,0.70461546]","[[0.21139418,1.91498608],[0.00841418,3.03565313]]","[[[0.26917318,0.04477642],[0.04477642,0.15806167]],[[0.40663226,0.00177711],[0.00177711,0.43970908]]]"
101,"Estévez, Carlos",6.522020061,10.66465371,9.250486707,"[0.71829349,0.28170651]","[[-0.11521437,2.44900342],[-0.18280348,3.51792015]]","[[[0.50447397,-0.03887545],[-0.03887545,0.36022365]],[[0.48343011,0.0187073],[0.0187073,0.11125875]]]"
28,"De Jong, Chase",6.763682065,12.01032718,9.310361896,"[0.61748318,0.38251682]","[[-0.27242562,3.7418957],[0.24784673,2.3808422]]","[[[0.28756899,-0.08397877],[-0.08397877,0.42615975]],[[0.47825225,-0.03172415],[-0.03172415,0.2714306]]]"
4,"Watkins, Spenser",7.159845624,11.3885941,9.581041777,"[0.30837992,0.39580036,0.29581972]","[[-0.07710732,2.43750817],[-0.69384067,2.77569404],[0.30119446,3.24172247]]","[[[0.22996836,-0.17642655],[-0.17642655,0.66340251]],[[0.15471995,-0.0869124],[-0.0869124,0.56772467]],[[0.14256263,-0.13900426],[-0.13900426,0.66556546]]]"
111,"Archer, Chris",6.397439526,11.6199758,9.632940257,"[0.5086941,0.4913059]","[[-0.68922756,3.22832169],[0.38199206,2.78219687]]","[[[0.18605516,-0.004285],[-0.004285,0.55472641]],[[0.21024911,0.01745173],[0.01745173,0.57310316]]]"
74,"Bradish, Kyle",6.873045751,10.36536236,9.651838088,"[0.10346936,0.89653064]","[[0.42615814,1.80950054],[-0.34943159,3.02490906]]","[[[0.07371525,0.08753099],[0.08753099,0.15107835]],[[0.30747321,0.01639652],[0.01639652,0.47738109]]]"
117,"Faedo, Alex",6.716127561,11.19585182,9.83999795,"[0.50080432,0.49919568]","[[-0.22716013,3.03637869],[-0.30689405,2.08201201]]","[[[0.33640654,-0.20978655],[-0.20978655,0.43162719]],[[0.48123124,-0.14131141],[-0.14131141,0.34798097]]]"
29,"Wilson, Bryse",5.97255575,9.893986363,9.867084962,[1],"[[-0.33065517,2.99824138]]","[[[0.4003085,-0.08506046],[-0.08506046,0.43835136]]]"
31,"Hudson, Dakota",7.184221346,10.3951967,10.32913664,[1],"[[0.12175676,2.78422297]]","[[[0.41530399,-0.15937059],[-0.15937059,0.50135242]]]"
103,"Bumgarner, Madison",6.776111022,10.4789933,10.42732266,[1],"[[-0.34806324,2.65399209]]","[[[0.61254863,0.275331],[0.275331,0.48560443]]]"
93,"Darvish, Yu",7.033487064,11.28023667,10.43689151,"[0.86918961,0.13081039]","[[-0.2552115,2.6989151],[0.56624667,1.79916806]]","[[[0.50303278,-0.10779086],[-0.10779086,0.49563986]],[[0.01547493,-0.01752848],[-0.01752848,0.23719951]]]"
